file_name,paper,paperpack,papercup,can,bottle,pet,plastic,vinyl,cap,label 
GOPR5905.jpg,0,0,0,0,0,0,0,1,0,0,
GOPR5906.jpg,0,0,0,0,0,0,0,1,0,0,
GOPR5907.jpg,0,0,0,0,1,0,0,1,0,1,
GOPR5908.jpg,0,0,0,0,1,0,0,1,0,1,
GOPR5909.jpg,0,0,0,0,1,0,0,1,0,0,
GOPR5910.jpg,0,0,0,0,0,0,0,1,0,0,
GOPR5911.jpg,0,0,0,0,0,1,1,1,0,0,
GOPR5912.jpg,0,0,0,0,0,0,1,1,0,0,
GOPR5913.jpg,0,0,0,0,0,0,0,1,1,0,
GOPR5914.jpg,0,0,0,0,0,0,0,1,0,0,
GOPR5915.jpg,0,0,0,0,0,0,0,1,1,0,
GOPR5916.jpg,0,0,0,0,0,0,0,1,0,0,
GOPR5917.jpg,0,0,0,0,0,0,0,1,0,0,
GOPR5918.jpg,0,1,0,0,1,0,0,1,1,0,
GOPR5919.jpg,0,0,0,0,0,0,0,1,0,0,
GOPR5920.jpg,0,0,0,0,0,0,0,1,0,0,
GOPR5921.jpg,0,0,0,0,0,0,1,1,0,0,
GOPR5922.jpg,0,0,0,0,0,0,1,1,0,0,
